Escherichia coli str. K-12 substr. MG1655, complete genome. - 1..4641652
4140 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
2796337..2796786	-	149	1789019	ygaU	b2665	-	-	uncharacterized protein
2796870..2797028	-	52	1789020	yqaE	b2666	-	-	cyaR sRNA-regulated protein
2797211..2797510	+	99	1789021	ygaV	b2667	-	-	tributyltin-inducible repressor of ygaVP
2797520..2798044	+	174	1789022	ygaP	b2668	-	-	DUF2892 family inner membrane rhodanese
2798091..2798495	-	134	1789023	stpA	b2669	-	-	DNA binding protein, nucleoid-associated
2799164..2799613	+	149	1789025	alaE	b2670	-	-	alanine exporter, alanine-inducible, stress-responsive
2799650..2799994	-	114	1789026	ygaC	b2671	-	-	uncharacterized protein
2800146..2800475	+	109	452909628	ygaM	b2672	-	-	DUF883 family protein, putative membrane-anchored ribosome-binding protein
2800723..2800968	+	81	1789028	nrdH	b2673	-	-	hydrogen donor for NrdEF electron transport system; glutaredoxin-like protein
2800965..2801375	+	136	1789029	nrdI	b2674	-	-	NrdEF cluster assembly flavodoxin
2801348..2803492	+	714	1789030	nrdE	b2675	-	-	ribonucleoside-diphosphate reductase 2, alpha subunit
2803502..2804461	+	319	1789031	nrdF	b2676	-	-	ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein
2804815..2806017	+	400	1789032	proV	b2677	-	-	glycine betaine transporter subunit
2806010..2807074	+	354	1789033	proW	b2678	-	-	glycine betaine transporter subunit
2807132..2808124	+	330	1789034	proX	b2679	-	-	glycine betaine transporter subunit
2809617..2810354	+	245	1789038	ygaZ	b2682	-	-	putative L-valine exporter, norvaline resistance protein
2810344..2810679	+	111	1789039	ygaH	b2683	-	-	putative L-valine exporter, norvaline resistance protein
2810770..2811300	+	176	1789040	mprA	b2684	-	-	transcriptional repressor of microcin B17 synthesis and multidrug efflux
2811427..2812599	+	390	1789041	emrA	b2685	-	-	multidrug efflux system
2812616..2814154	+	512	1789042	emrB	b2686	-	-	multidrug efflux system protein
2814218..2814733	-	171	1789043	luxS	b2687	-	-	S-ribosylhomocysteine lyase
2814883..2816439	-	518	1789044	gshA	b2688	-	-	glutamate-cysteine ligase
2816512..2816940	-	142	1789045	yqaA	b2689	-	-	COG1238 family inner membrane protein
2816937..2817503	-	188	1789046	yqaB	b2690	-	-	fructose-1-P and 6-phosphogluconate phosphatase
2818961..2819146	-	61	1789047	csrA	b2696	-	-	pleiotropic regulatory protein for carbon source metabolism
2819381..2822011	-	876	1789048	alaS	b2697	-	-	alanyl-tRNA synthetase
2822139..2822639	-	166	1789050	recX	b2698	-	-	regulatory protein for RecA
2822708..2823769	-	353	1789051	recA	b2699	-	-	DNA recombination and repair protein; ssDNA-dependent ATPase; synaptase; ssDNA and dsDNA binding protein forming filaments; ATP-dependent homologous DNA strand exchanger; recombinase A; LexA autocleavage cofactor
2823849..2824346	-	165	1789052	pncC	b2700	-	-	nicotinamide-nucleotide amidohydrolase; NMN amidohydrolase
2824491..2825576	-	361	1789053	mltB	b2701	-	-	membrane-bound lytic murein transglycosylase B
2825832..2826395	+	187	48994904	srlA	b2702	-	-	glucitol/sorbitol-specific enzyme IIC component of PTS
2826392..2827351	+	319	48994905	srlE	b2703	-	-	glucitol/sorbitol-specific enzyme IIB component of PTS
2827362..2827733	+	123	1789056	srlB	b2704	-	-	glucitol/sorbitol-specific enzyme IIA component of PTS
2827737..2828516	+	259	1789057	srlD	b2705	-	-	sorbitol-6-phosphate dehydrogenase
2828621..2828980	+	119	1789058	srlM	b2706	-	-	sorbitol-responsive srl operon transcriptional activator
2829047..2829820	+	257	1789059	srlR	b2707	-	-	sorbitol-inducible srl operon transcriptional repressor
2829813..2830778	+	321	87082151	srlQ	b2708	-	-	D-arabinose 5-phosphate isomerase
2830775..2832289	-	504	87082152	norR	b2709	-	-	anaerobic nitric oxide reductase DNA-binding transcriptional activator
2832476..2833915	+	479	1789064	norV	b2710	-	-	anaerobic nitric oxide reductase flavorubredoxin
2833912..2835045	+	377	1789065	norW	b2711	-	-	NADH:flavorubredoxin oxidoreductase
2835173..2837425	-	750	2367152	hypF	b2712	-	-	carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases
2837578..2838105	-	175	1789067	hydN	b2713	-	-	formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit
2838254..2839264	-	336	345297177	ascG	b2714	-	-	asc operon transcriptional repressor; prpBC operon repressor
2839524..2840981	+	485	48994906	ascF	b2715	-	-	fused cellobiose/arbutin/salicin-specific PTS enzymes: IIB component/IC component
2840990..2842414	+	474	1789070	ascB	b2716	-	-	cryptic 6-phospho-beta-glucosidase
2842573..2843043	-	156	1789072	hycI	b2717	-	-	protease involved in processing C-terminal end of HycE
2843036..2843446	-	136	1789073	hycH	b2718	-	-	hydrogenase 3 maturation protein
2843443..2844210	-	255	1789074	hycG	b2719	-	-	hydrogenase 3 and formate hydrogenase complex, HycG subunit
2844210..2844752	-	180	1789075	hycF	b2720	-	-	formate hydrogenlyase complex iron-sulfur protein
2844762..2846471	-	569	1789076	hycE	b2721	-	-	hydrogenase 3, large subunit
2846489..2847412	-	307	1789077	hycD	b2722	-	-	hydrogenase 3, membrane subunit
2847415..2849241	-	608	2367154	hycC	b2723	-	-	hydrogenase 3, membrane subunit
2849238..2849849	-	203	1789079	hycB	b2724	-	-	hydrogenase 3, Fe-S subunit
2849974..2850435	-	153	1789080	hycA	b2725	-	-	regulator of the transcriptional regulator FhlA
2850647..2850997	+	116	1789081	hypA	b2726	-	-	protein involved in nickel insertion into hydrogenases 3
2851001..2851873	+	290	1789082	hypB	b2727	-	-	GTP hydrolase involved in nickel liganding into hydrogenases
2851864..2852136	+	90	1789083	hypC	b2728	-	-	hydrogenase maturation protein
2852136..2853257	+	373	1789084	hypD	b2729	-	-	hydrogenase maturation protein
2853254..2854264	+	336	226510967	hypE	b2730	-	-	carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein
2854338..2856416	+	692	1789087	fhlA	b2731	-	-	formate hydrogenlyase transcriptional activator
2856453..2856806	-	117	1789088	ygbA	b2732	-	-	uncharacterized protein
2857093..2859654	+	853	1789089	mutS	b2733	-	-	methyl-directed mismatch repair protein
2859760..2860416	+	218	1789090	pphB	b2734	-	-	serine/threonine-specific protein phosphatase 2
2860467..2861234	-	255	226510968	ygbI	b2735	-	-	DeoR family putative transcriptional regulator
2861430..2862338	+	302	1789092	ygbJ	b2736	-	-	putative dehydrogenase
2862335..2863501	+	388	1789093	ygbK	b2737	-	-	FliA-regulated DUF1537 family protein
2863593..2864231	+	212	1789094	ygbL	b2738	-	-	putative class II aldolase
2864236..2865012	+	258	1789095	ygbM	b2739	-	-	putative hydroxypyruvate isomerase
2865101..2866465	+	454	1789097	ygbN	b2740	-	-	putative transporter
2866559..2867551	-	330	1789098	rpoS	b2741	-	-	RNA polymerase, sigma S (sigma 38) factor
2867614..2868753	-	379	1789099	nlpD	b2742	-	-	activator of AmiC murein hydrolase activity, lipoprotein
2868893..2869519	-	208	1789100	pcm	b2743	-	-	L-isoaspartate protein carboxylmethyltransferase type II
2869513..2870274	-	253	1789101	umpG	b2744	-	-	broad specificity 5'(3')-nucleotidase and polyphosphatase
2870255..2871304	-	349	1789102	truD	b2745	-	-	tRNA(Glu) pseudouridine(13) synthase
2871301..2871780	-	159	1789103	ispF	b2746	-	-	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
2871780..2872490	-	236	1789104	ispD	b2747	-	-	4-diphosphocytidyl-2C-methyl-D-erythritol synthase
2872509..2872820	-	103	1789105	ftsB	b2748	-	-	cell division protein
2873014..2873337	-	107	1789106	ygbE	b2749	-	-	DUF3561 family inner membrane protein
2873387..2873992	-	201	1789107	cysC	b2750	-	-	adenosine 5'-phosphosulfate kinase
2873992..2875419	-	475	1789108	cysN	b2751	-	-	sulfate adenylyltransferase, subunit 1
2875421..2876329	-	302	1789109	cysD	b2752	-	-	sulfate adenylyltransferase, subunit 2
2876581..2877618	+	345	1789111	iap	b2753	-	-	aminopeptidase in alkaline phosphatase isozyme conversion
2878569..2878853	-	94	87082153	ygbF	b2754	-	-	CRISPR adaptation ssRNA endonuclease
2878855..2879772	-	305	1789113	ygbT	b2755	-	-	multifunctional endonuclease Cas1, CRISPR adaptation protein; DNA repair enzyme
2879788..2880387	-	199	1789114	casE	b2756	-	-	CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex protein
2880374..2881048	-	224	87082154	casD	b2757	-	-	CRISP RNA (crRNA) containing Cascade antiviral complex protein
2881051..2882142	-	363	1789116	casC	b2758	-	-	CRISP RNA (crRNA) containing Cascade antiviral complex protein
2882155..2882637	-	160	1789117	casB	b2759	-	-	CRISP RNA (crRNA) containing Cascade antiviral complex protein
2882630..2884138	-	502	1789118	casA	b2760	-	-	CRISP RNA (crRNA) containing Cascade antiviral complex protein
2884553..2887219	-	888	1789119	ygcB	b2761	-	-	R-loop helicase-annealase Cas3 needed for Cascade anti-viral activity
2887578..2888312	-	244	1789121	cysH	b2762	-	-	phosphoadenosine phosphosulfate reductase; PAPS reductase, thioredoxin dependent
2888387..2890099	-	570	1789122	cysI	b2763	-	-	sulfite reductase, beta subunit, NAD(P)-binding, heme-binding
2890099..2891898	-	599	1789123	cysJ	b2764	-	-	sulfite reductase, alpha subunit, flavoprotein
2892214..2892579	+	121	1789124	queD	b2765	-	-	6-pyruvoyl tetrahydrobiopterin synthase (PTPS)
2892657..2893928	+	423	87082155	ygcN	b2766	-	-	putative oxidoreductase
2893919..2894179	+	86	87082156	ygcO	b2767	-	-	putative 4Fe-4S cluster-containing protein
2894196..2894771	+	191	1789127	ygcP	b2768	-	-	putative antiterminator regulatory protein
2894919..2895779	-	286	87082157	ygcQ	b2769	-	-	putative flavoprotein
2895776..2896555	-	259	87082158	ygcR	b2770	-	-	putative flavoprotein
2896533..2897870	-	445	87082159	ygcS	b2771	-	-	putative transporter
2897964..2899418	-	484	48994907	ygcU	b4463	-	-	putative FAD-containing dehydrogenase
2899488..2900273	-	261	87082160	ygcW	b2774	-	-	putative dehydrogenase
2900592..2901869	+	425	2367161	yqcE	b2775	-	-	MFS transporter family protein
2901896..2903374	+	492	1789138	ygcE	b2776	-	-	putative kinase
2904747..2905418	-	223	1789139	queE	b2777	-	-	7-carboxy-7-deazaguanine synthase; queosine biosynthesis
2905557..2905697	+	46	226510969	yqcG	b4682	-	-	uncharacterized protein
2905711..2906583	+	290	87082161	ygcG	b2778	-	-	uncharacterized protein
2906643..2907941	-	432	1789141	eno	b2779	-	-	enolase
2908029..2909666	-	545	1789142	pyrG	b2780	-	-	CTP synthetase
2909894..2910685	-	263	1789144	mazG	b2781	-	-	nucleoside triphosphate pyrophosphohydrolase
2910756..2911091	-	111	1789145	mazF	b2782	-	-	mRNA interferase toxin, antitoxin is MazE
2911091..2911339	-	82	1789146	mazE	b2783	-	-	antitoxin of the ChpA-ChpR toxin-antitoxin system
2911417..2913651	-	744	1789147	relA	b2784	-	-	(p)ppGpp synthetase I/GTP pyrophosphokinase
2913699..2915000	-	433	1789148	rlmD	b2785	-	-	23S rRNA m(5)U1939 methyltransferase, SAM-dependent
2915057..2917813	+	918	1789149	barA	b2786	-	-	hybrid sensory histidine kinase, in two-component regulatory system with UvrY
2918045..2919385	-	446	1789150	gudD	b2787	-	-	(D)-glucarate dehydratase 1
2919406..2920746	-	446	1789151	gudX	b2788	-	-	glucarate dehydratase-related protein, substrate unknown
2920748..2922100	-	450	1789152	gudP	b2789	-	-	putative D-glucarate transporter
2922535..2922984	-	149	1789154	yqcA	b2790	-	-	short-chain flavodoxin, FMN-binding
2923002..2923784	-	260	1789155	truC	b2791	-	-	tRNA(Ile1,Asp) pseudouridine(65) synthase
2923784..2924113	-	109	1789156	yqcC	b2792	-	-	DUF446 family protein
2924735..2925280	-	181	1789157	syd	b2793	-	-	SecY-interacting protein
2925348..2926196	+	282	1789158	queF	b2794	-	-	7-cyano-7-deazaguanine reductase (NADPH-dependent)
2926308..2927672	+	454	1789159	ygdH	b2795	-	-	UPF0717 family protein
2928229..2929518	+	429	1789160	sdaC	b2796	-	-	putative serine transporter
2929576..2930943	+	455	1789161	sdaB	b2797	-	-	L-serine dehydratase 2
2931055..2931810	+	251	226510970	ygdG	b2798	-	-	Ssb-binding protein, misidentified as ExoIX
2931865..2933013	-	382	345297178	fucO	b2799	-	-	L-1,2-propanediol oxidoreductase
2933041..2933688	-	215	1789164	fucA	b2800	-	-	L-fuculose-1-phosphate aldolase
2934235..2935551	+	438	1789166	fucP	b2801	-	-	L-fucose transporter
2935584..2937359	+	591	1789167	fucI	b2802	-	-	L-fucose isomerase
2937438..2938886	+	482	1789168	fucK	b2803	-	-	L-fuculokinase
2938888..2939310	+	140	1789169	fucU	b2804	-	-	L-fucose mutarotase
2939368..2940099	+	243	1789170	fucR	b2805	-	-	l-fucose operon activator
2940143..2941243	-	366	1789171	rlmM	b2806	-	-	23S rRNA C2498 2'-O-ribose methyltransferase, SAM-dependent
2941236..2941631	-	131	1789172	ygdD	b2807	-	-	UPF0382 family inner membrane protein
2941650..2942567	-	305	1789173	gcvA	b2808	-	-	glycine cleavage system transcriptional activator; autorepressor
2942918..2943145	-	75	87082162	ygdI	b2809	-	-	DUF903 family verified lipoprotein
2943337..2944542	+	401	1789175	csdA	b2810	-	-	cysteine sulfinate desulfinase
2944542..2944985	+	147	1789176	csdE	b2811	-	-	CsdA-binding activator; Fe-S protein
2945036..2945842	-	268	1789177	tcdA	b2812	-	-	tRNA threonylcarbamoyladenosine dehydratase; sulfur acceptor for CsdA
2946081..2947178	-	365	1789179	mltA	b2813	-	-	membrane-bound lytic murein transglycosylase A
2947757..2949010	-	417	87082163	amiC	b2817	-	-	N-acetylmuramoyl-L-alanine amidase
2949242..2950573	+	443	1789181	argA	b2818	-	-	fused acetylglutamate kinase homolog (inactive)/amino acid N-acetyltransferase
2950635..2952461	-	608	1789182	recD	b2819	-	-	exonuclease V (RecBCD complex), alpha chain
2952461..2956003	-	1180	1789183	recB	b2820	-	-	exonuclease V (RecBCD complex), beta subunit
2955996..2958884	-	962	2367164	ptrA	b2821	-	-	protease III
2959060..2962428	-	1122	1789186	recC	b2822	-	-	exonuclease V (RecBCD complex), gamma chain
2962441..2962764	-	107	1789187	ppdC	b2823	-	-	putative prepilin peptidase-dependent protein
2962749..2963156	-	135	87082164	ygdB	b2824	-	-	DUF2509 family protein
2963153..2963716	-	187	1789189	ppdB	b2825	-	-	putative prepilin peptidase-dependent protein
2963707..2964177	-	156	1789190	ppdA	b2826	-	-	putative prepilin peptidase-dependent protein
2964361..2965155	-	264	1789191	thyA	b2827	-	-	thymidylate synthetase
2965162..2966037	-	291	1789192	lgt	b2828	-	-	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase
2966188..2968434	-	748	1789193	ptsP	b2829	-	-	fused PTS enzyme: PEP-protein phosphotransferase (enzyme I)/GAF domain containing protein
2968447..2968977	-	176	1789194	rppH	b2830	-	-	RNA pyrophosphohydrolase
2969662..2970351	+	229	1789196	mutH	b2831	-	-	methyl-directed mismatch repair protein
2970420..2971133	+	237	1789197	ygdQ	b2832	-	-	UPF0053 family inner membrane protein
2971271..2971489	+	72	1789198	ygdR	b2833	-	-	DUF903 family verified lipoprotein
2971597..2972637	+	346	1789199	tas	b2834	-	-	putative NADP(H)-dependent aldo-keto reductase
2972669..2973862	-	397	1789200	lplT	b2835	-	-	lysophospholipid transporter
2973855..2976014	-	719	1789201	aas	b2836	-	-	fused 2-acylglycerophospho-ethanolamine acyl transferase/acyl-acyl carrier protein synthetase
2976599..2977630	+	343	1789202	galR	b2837	-	-	galactose-inducible d-galactose regulon transcriptional repressor; autorepressor
2977637..2978899	-	420	1789203	lysA	b2838	-	-	diaminopimelate decarboxylase, PLP-binding
2979021..2979956	+	311	1789204	lysR	b2839	-	-	transcriptional activator of lysA; autorepressor
2979943..2980635	-	230	1789205	ygeA	b2840	-	-	Asp/Glu_racemase family protein
2980764..2982182	-	472	1789207	araE	b2841	-	-	arabinose transporter
2982497..2983258	-	253	1789208	kduD	b2842	-	-	hexuronate dehydrogenase; hexuronate utilization in high osmolarity
2983288..2984124	-	278	1789209	kduI	b2843	-	-	hexuronate isomerase; hexuronate utilization in high osmolarity
2984411..2985592	-	393	87082165	yqeF	b2844	-	-	short chain acyltransferase
2985847..2987076	+	409	1789211	yqeG	b2845	-	-	putative transporter
2987536..2988168	+	210	87082166	yqeH	b2846	-	-	putative LuxR family transcriptional regulator
2988502..2989311	+	269	1789213	yqeI	b2847	-	-	putative transcriptional regulator
2989304..2989786	+	160	87082167	yqeJ	b2848	-	-	uncharacterized protein
2989819..2989899	-	26	226510971	yqeL	b4683	-	-	uncharacterized protein
2989935..2990360	-	141	87082168	yqeK	b2849	-	-	uncharacterized protein
2991268..2991759	+	163	1789215	ygeG	b2851	-	-	SycD-like chaperone family TPR-repeat-containing protein
2992094..2993470	+	458	1789216	ygeH	b2852	-	-	putative transcriptional regulator
2993638..2993856	+	72	1789217	ygeI	b2853	-	-	uncharacterized protein
2996372..2997277	-	301	1789224	insD1	b2860	-	-	IS2 transposase TnpB
2997235..2997600	-	121	145693177	insC1	b2861	-	-	IS2 repressor TnpA
2999136..2999891	-	251	87082174	ygeR	b2865	-	-	LysM domain-containing M23 family putative peptidase; septation lipoprotein
3000345..3002603	+	752	1789230	xdhA	b2866	-	-	xanthine dehydrogenase, molybdenum binding subunit
3002614..3003492	+	292	1789231	xdhB	b2867	-	-	xanthine dehydrogenase, FAD-binding subunit
3003489..3003968	+	159	1789232	xdhC	b2868	-	-	xanthine dehydrogenase, Fe-S binding subunit
3004008..3005786	-	592	1789233	ygeV	b2869	-	-	putative sigma-54-interacting transcriptional activator
3006262..3007452	+	396	48994908	ygeW	b2870	-	-	putative carbamoyltransferase
3007510..3008706	+	398	1789235	ygeX	b2871	-	-	2,3-diaminopropionate ammonia lyase, PLP-dependent
3008764..3009975	+	403	1789236	ygeY	b2872	-	-	putative peptidase
3010028..3011413	+	461	87082175	hyuA	b2873	-	-	D-stereospecific phenylhydantoinase
3011461..3012393	+	310	1789238	yqeA	b2874	-	-	putative amino acid kinase
3012614..3014239	-	541	1789240	yqeB	b2875	-	-	XdhC-CoxI family protein with NAD(P)-binding Rossman fold
3014287..3015057	-	256	87082176	yqeC	b2876	-	-	putative selenium-dependent hydroxylase accessory protein
3015160..3015738	+	192	1789242	mocA	b2877	-	-	CTP:molybdopterin cytidylyltransferase
3016060..3019158	+	1032	1789243	ygfK	b2878	-	-	putative Fe-S subunit oxidoreductase subunit
3019161..3020489	+	442	87082177	ssnA	b2879	-	-	putative chlorohydrolase/aminohydrolase
3020540..3021319	+	259	1789245	ygfM	b2880	-	-	putative oxidoreductase
3021316..3024186	+	956	1789246	xdhD	b2881	-	-	putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding
3024351..3025751	+	466	87082178	xanQ	b2882	-	-	xanthine permease
3025766..3027085	+	439	1789249	guaD	b2883	-	-	guanine deaminase
3027121..3028488	+	455	48994909	ygfQ	b4464	-	-	putative purine permease
3028524..3029012	-	162	87082179	ygfS	b2886	-	-	putative 4Fe-4S ferredoxin-type oxidoreductase subunit
3029012..3030931	-	639	87082180	ygfT	b2887	-	-	putative oxidoreductase, Fe-S subunit/nucleotide-binding subunit
3031367..3032815	+	482	87082181	uacT	b2888	-	-	uric acid permease
